produto_1,id_1,produto_2,id_2,similaridade
GPS AIS Nautic Thrust,21,Âncora Delta Force Barracuda Mako,148,0.6761234037828131
Radar AIS Marlin,20,Motor Elétrico Volvo Boost 225HP,87,0.6761234037828131
Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,0.6761234037828131
Âncora Delta Storm Vox,134,Cabo de Nylon Danforth Magnum Vox,150,0.6761234037828131
GPS Furuno Vector,39,Motor de Popa Tohatsu Boost Swift 126HP,96,0.6761234037828131
Motor Elétrico Torqeedo Pulse 300HP,71,Âncora Bruce Core Pulse,133,0.6761234037828131
Transponder Furuno Force Ion,22,Âncora Delta Force Barracuda Mako,148,0.6761234037828131
GPS Furuno Current,45,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,0.6761234037828131
Radar AIS Zen,7,Rádio AIS Oceanic Pulse,17,0.6761234037828131
Rádio Furuno Zen Swift,14,Cabo de Nylon Bruce Flux Hydro,136,0.6761234037828131
Motor Elétrico Torqeedo Pulse 300HP,71,Cabo de Nylon Delta Zen Vortex Storm,104,0.6761234037828131
Radar AIS Zen,7,Boia de Arqueamento Bruce Titan,108,0.6761234037828131
Rádio Furuno Zen Swift,14,GPS Furuno Vector,39,0.6761234037828131
Sonda Furuno Maré Tidal,40,Motor Elétrico Torqeedo Pulse 300HP,71,0.6761234037828131
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Motor Elétrico Volvo Boost 225HP,87,0.6761234037828131
GPS AIS Drift Flux Vox,12,Âncora Bruce Core Pulse,133,0.6761234037828131
Cabo de Nylon Danforth Kinetic,125,Âncora Delta Force Barracuda Mako,148,0.6761234037828131
Transponder AIS Titan Pulse,9,Sonda Garmin Axis,16,0.6761234037828131
Corrente Danforth Hydro,126,Corrente Delta Boost,129,0.6761234037828131
Sonda Furuno Maré Tidal,40,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.6761234037828131
GPS Furuno Current,45,Sonda AIS Magnum Boost,46,0.6761234037828131
Motor Diesel Volvo Flow Oceanic 259HP,55,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.6761234037828131
Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,Âncora Delta Force Barracuda Mako,148,0.6761234037828131
Sonda Lowrance Tidal Storm Vox,19,Motor Diesel Parsun Boost Helix Velocity 146HP,70,0.6761234037828131
Radar AIS Zen,7,GPS Furuno Vector,39,0.6761234037828131
Transponder Furuno Marlin,2,GPS AIS Drift Flux Vox,12,0.6761234037828131
Motor de Popa Volvo Magnum 276HP,94,Âncora Delta Force Barracuda Mako,148,0.6761234037828131
Transponder AIS Titan Pulse,9,Motor Elétrico Volvo Nautic Vox 118HP,82,0.6761234037828131
Sonda Lowrance Tidal Storm Vox,19,Cabo de Nylon Bruce Flux Hydro,136,0.6761234037828131
Transponder AIS Boost,30,Motor de Popa Tohatsu Boost Swift 126HP,96,0.6761234037828131
Motor Diesel Yanmar Velocity 37HP,62,Motor de Popa Volvo Magnum 276HP,94,0.6759225880448442
Transponder Furuno Pulse Axis,31,GPS Lowrance Evo Storm Drift,37,0.6759225880448442
Boia de Arqueamento Danforth Tidal Zen Swift,114,Cabo de Nylon Danforth Titan Poseidon,135,0.6759225880448442
GPS Lowrance Evo Storm Drift,37,Motor Diesel Tohatsu Vector 197HP,77,0.6759225880448442
Motor Elétrico Torqeedo Pulse 300HP,71,Motor Diesel Tohatsu Vector 197HP,77,0.6759225880448442
Motor Diesel Tohatsu Vector 197HP,77,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.6759225880448442
Radar Furuno Pulse Leviathan,3,Boia de Arqueamento Bruce Nexus Abyss,141,0.6759225880448442
Motor Elétrico Torqeedo Pulse 300HP,71,Cabo de Nylon Danforth Titan Poseidon,135,0.6759225880448442
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,0.6756756756756753
Sonda AIS Impulse Oceanic Zenith,32,Boia de Arqueamento Danforth Core Vortex,131,0.6756756756756753
Sonda AIS Impulse Oceanic Zenith,32,Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,0.6756756756756753
Transponder AIS Maré Magnum,1,Sonda AIS Barracuda,43,0.675303252441909
Piloto Automático AIS Core,28,Motor Diesel Yanmar Dash Nitro 184HP,83,0.675303252441909
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Cabo de Nylon Delta Force Magnum Leviathan,115,0.675303252441909
Transponder AIS Maré Magnum,1,Motor Diesel Volvo Flow Leviathan Maré 187HP,75,0.675303252441909
GPS Garmin Vortex Maré Drift,27,Motor Diesel Volvo Flow Leviathan Maré 187HP,75,0.675303252441909
Transponder Garmin Drift Vortex Marlin,33,Sonda AIS Barracuda,43,0.675303252441909
Transponder Garmin Drift Vortex Marlin,33,Motor Diesel Volvo Flow Leviathan Maré 187HP,75,0.675303252441909
GPS Garmin Vortex Maré Drift,27,Sonda AIS Barracuda,43,0.675303252441909
Sonda AIS Barracuda,43,Cabo de Nylon Delta Force Magnum Leviathan,115,0.675303252441909
Sonda AIS Barracuda,43,Motor de Popa Volvo Hydro Dash 256HP,72,0.675303252441909
Rádio AIS Force,38,Motor de Popa Honda Torque 228HP,74,0.6731912561438573
Piloto Automático Furuno Core Boost Flux,26,Motor de Popa Tohatsu Evo 168HP,97,0.6731912561438573
Motor Diesel Yanmar Dash Nitro 184HP,83,Corrente Delta Axis,124,0.6716187619599296
Motor Diesel Yanmar Dash Nitro 184HP,83,Cabo de Nylon Delta Velocity Core Mako,127,0.6716187619599296
Sonda AIS Barracuda,43,Cabo de Nylon Delta Vortex,101,0.6716187619599296
GPS AIS Zen,8,Motor Diesel Volvo Flow Leviathan Maré 187HP,75,0.6716187619599296
Sonda AIS Barracuda,43,Motor Elétrico Yamaha Orca Storm Zenith 11HP,89,0.6716187619599296
Sonda AIS Barracuda,43,Cabo de Nylon Delta Velocity Oceanic Abyss,116,0.6716187619599296
Sonda AIS Impulse Oceanic Zenith,32,Sonda AIS Barracuda,43,0.6716187619599296
Sonda AIS Barracuda,43,Motor de Popa Torqeedo Core Hydra Flux 162HP,73,0.6716187619599296
GPS AIS Zen,8,Motor Diesel Yanmar Dash Nitro 184HP,83,0.6716187619599296
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Cabo de Nylon Delta Velocity Core Mako,127,0.6716187619599296
Piloto Automático AIS Core,28,Radar Lowrance Aqua Pulse,36,0.6708203932499373
Motor de Popa Yamaha Evo Dash 155HP,54,Motor de Popa Volvo Hydro Dash 256HP,72,0.6708203932499373
Motor Elétrico Honda Vector Abyss 220HP,100,Âncora Bruce Aqua,119,0.6708203932499373
Piloto Automático Simrad Titan Flux Magnum,10,Boia de Arqueamento Danforth Torque,139,0.6708203932499373
Transponder Garmin Drift Vortex Marlin,33,Radar Lowrance Aqua Pulse,36,0.6708203932499373
Corrente Danforth Zen Abyss Axis,117,Boia de Arqueamento Bruce Barracuda,144,0.6701240287602751
Motor Diesel Honda Zen Tidal Mako 26HP,52,Motor de Popa Tohatsu Evo 168HP,97,0.6701240287602751
Motor Diesel Honda Leviathan 133HP,95,Corrente Danforth Force Leviathan Impulse,147,0.6701240287602751
Transponder AIS Vector,6,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6701240287602751
Rádio AIS Force,38,Boia de Arqueamento Delta Zen Boost Vortex,130,0.6701240287602751
GPS Furuno Magnum Drift,48,Motor de Popa Tohatsu Evo 168HP,97,0.6701240287602751
Rádio Simrad Orca,29,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6701240287602751
Radar Garmin Tidal Thrust,15,Rádio AIS Force,38,0.6701240287602751
Radar Garmin Tidal Thrust,15,Corrente Danforth Zen Abyss Axis,117,0.6701240287602751
Transponder Furuno Pulse Axis,31,Motor Diesel Honda Leviathan 133HP,95,0.6701240287602751
Motor Diesel Honda Leviathan 133HP,95,Boia de Arqueamento Bruce Barracuda,144,0.6701240287602751
Radar Garmin Tidal Thrust,15,Motor Diesel Honda Leviathan 133HP,95,0.6701240287602751
Motor de Popa Tohatsu Evo 168HP,97,Boia de Arqueamento Delta Zen Boost Vortex,130,0.6701240287602751
Transponder AIS Vector,6,Rádio AIS Force,38,0.6701240287602751
Motor Diesel Tohatsu Vector 197HP,77,Motor de Popa Tohatsu Evo 168HP,97,0.6701240287602751
Motor Diesel Honda Leviathan 133HP,95,Cabo de Nylon Danforth Titan Poseidon,135,0.6701240287602751
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Boia de Arqueamento Bruce Nexus Abyss,141,0.6701240287602751
Motor Diesel Yanmar Velocity 37HP,62,Motor de Popa Tohatsu Evo 168HP,97,0.6701240287602751
Rádio Simrad Orca,29,Corrente Danforth Zen Abyss Axis,117,0.6701240287602751
Rádio AIS Force,38,Motor Diesel Tohatsu Vector 197HP,77,0.6701240287602751
Motor Diesel Honda Zen Tidal Mako 26HP,52,Corrente Danforth Zen Abyss Axis,117,0.6701240287602751
Motor Diesel Tohatsu Vector 197HP,77,Motor Diesel Honda Leviathan 133HP,95,0.6701240287602751
GPS AIS Drift Flux Vox,12,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.669438681395203
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.669438681395203
Transponder AIS Boost,30,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.669438681395203
GPS Furuno Vector,39,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.669438681395203
Radar AIS Marlin,20,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.669438681395203
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Boia de Arqueamento Bruce Titan,108,0.669438681395203
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Cabo de Nylon Danforth Kinetic,125,0.669438681395203
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,0.669438681395203
Âncora Danforth Oceanic Helix Flux,121,Boia de Arqueamento Bruce Marlin Hydra,128,0.6689936080056729
GPS Simrad Zen Hydra Peak,44,Âncora Danforth Oceanic Helix Flux,121,0.6689936080056729
Motor de Popa Honda Velocity Drift 258HP,60,Motor de Popa Torqeedo Nautic Swift 223HP,65,0.6689936080056729
Transponder Lowrance Axis,42,Motor de Popa Torqeedo Nautic Swift 223HP,65,0.6689936080056729
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Cabo de Nylon Bruce Nexus,102,0.6687762430634058
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Motor Diesel Volvo Helix Evo Force 144HP,86,0.6687762430634058
Motor de Popa Honda Vector Kinetic 174HP,57,Motor Diesel Volvo Flow Leviathan Maré 187HP,75,0.6687762430634058
Sonda AIS Barracuda,43,Motor Elétrico Yamaha Flow 204HP,93,0.6687762430634058
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Âncora Delta Mako Ultra,113,0.6687762430634058
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.6687762430634058
Motor Diesel Yanmar Dash Nitro 184HP,83,Motor Diesel Volvo Helix Evo Force 144HP,86,0.6687762430634058
Motor de Popa Honda Vector Kinetic 174HP,57,Motor Diesel Yanmar Dash Nitro 184HP,83,0.6687762430634058
Motor Diesel Volvo Flow Leviathan Maré 187HP,75,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.6687762430634058
Sonda AIS Barracuda,43,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.6687762430634058
Sonda AIS Barracuda,43,Sonda Furuno Swift,49,0.6687762430634058
Sonda AIS Barracuda,43,Motor Diesel Volvo Helix Evo Force 144HP,86,0.6687762430634058
Motor Diesel Yanmar Dash Nitro 184HP,83,Motor Elétrico Yamaha Flow 204HP,93,0.6687762430634058
Radar Lowrance Aqua Pulse,36,Motor Elétrico Torqeedo Velocity Swift 74HP,56,0.6684239227769609
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Âncora Danforth Vector Evo,142,0.6684239227769609
Radar Lowrance Aqua Pulse,36,Motor de Popa Parsun Impulse 162HP,85,0.6684239227769609
Motor de Popa Yamaha Evo Dash 155HP,54,Âncora Danforth Vector Evo,142,0.6684239227769609
Motor Elétrico Honda Vector Abyss 220HP,100,Corrente Delta Axis,124,0.6684239227769609
Motor Elétrico Honda Vector Abyss 220HP,100,Cabo de Nylon Bruce Core,149,0.6684239227769609
Piloto Automático Simrad Titan Flux Magnum,10,Motor de Popa Parsun Impulse 162HP,85,0.6684239227769609
Radar Lowrance Aqua Pulse,36,Corrente Delta Axis,124,0.6684239227769609
Radar Lowrance Aqua Pulse,36,Cabo de Nylon Delta Vortex,101,0.6684239227769609
GPS AIS Zen,8,Motor Elétrico Honda Vector Abyss 220HP,100,0.6684239227769609
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Motor Diesel Honda Aero 205HP,76,0.6684239227769609
Motor de Popa Yamaha Evo Dash 155HP,54,Motor de Popa Torqeedo Core Hydra Flux 162HP,73,0.6684239227769609
Radar Lowrance Aqua Pulse,36,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,84,0.6684239227769609
GPS AIS Zen,8,Radar Lowrance Aqua Pulse,36,0.6684239227769609
Sonda Garmin Axis,16,Motor Diesel Honda Leviathan 133HP,95,0.6678944147908078
Sonda Furuno Maré Tidal,40,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6678944147908078
Rádio Furuno Zen Swift,14,Motor de Popa Tohatsu Evo 168HP,97,0.6678944147908078
Transponder Furuno Marlin,2,Rádio AIS Force,38,0.6678944147908078
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Cabo de Nylon Delta Zen Vortex Storm,104,0.6678944147908078
Motor de Popa Tohatsu Evo 168HP,97,Cabo de Nylon Delta Zen Vortex Storm,104,0.6678944147908078
Rádio AIS Force,38,Boia de Arqueamento Delta Nexus,145,0.6678944147908078
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,90,0.6678944147908078
Motor Diesel Honda Leviathan 133HP,95,Motor de Popa Tohatsu Boost Swift 126HP,96,0.6678944147908078
Motor Diesel Honda Leviathan 133HP,95,Cabo de Nylon Danforth Magnum Vox,150,0.6678944147908078
Motor Diesel Honda Leviathan 133HP,95,Âncora Delta Force Barracuda Mako,148,0.6678944147908078
Sonda Garmin Axis,16,Corrente Danforth Zen Abyss Axis,117,0.6678944147908078
Motor Diesel Volvo Flow Oceanic 259HP,55,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6678944147908078
Motor Elétrico Volvo Boost 225HP,87,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6678944147908078
GPS Furuno Current,45,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6678944147908078
Piloto Automático Furuno Storm,5,Motor Diesel Honda Leviathan 133HP,95,0.6678944147908078
Transponder Furuno Marlin,2,Motor de Popa Tohatsu Evo 168HP,97,0.6678944147908078
Motor Diesel Honda Leviathan 133HP,95,Motor Elétrico Honda Flux Ultra 273HP,99,0.6678944147908078
GPS Furuno Current,45,Motor de Popa Tohatsu Evo 168HP,97,0.6678944147908078
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Motor de Popa Tohatsu Boost Swift 126HP,96,0.6678944147908078
Transponder Furuno Marlin,2,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6678944147908078
Rádio AIS Force,38,Motor Elétrico Volvo Boost 225HP,87,0.6678944147908078
Motor de Popa Tohatsu Evo 168HP,97,Motor Elétrico Honda Flux Ultra 273HP,99,0.6678944147908078
Corrente Danforth Zen Abyss Axis,117,Cabo de Nylon Danforth Magnum Vox,150,0.6678944147908078
Rádio Furuno Zen Swift,14,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6678944147908078
Cabo de Nylon Delta Zen Vortex Storm,104,Corrente Danforth Zen Abyss Axis,117,0.6678944147908078
Rádio AIS Force,38,GPS Furuno Current,45,0.6678944147908078
Motor de Popa Tohatsu Evo 168HP,97,Cabo de Nylon Danforth Magnum Vox,150,0.6678944147908078
Rádio AIS Force,38,Cabo de Nylon Delta Zen Vortex Storm,104,0.6678944147908078
Motor de Popa Tohatsu Evo 168HP,97,Âncora Delta Force Barracuda Mako,148,0.6678944147908078
Rádio AIS Force,38,Âncora Danforth Nitro Titan Vox,106,0.6678944147908078
GPS Furuno Current,45,Corrente Danforth Zen Abyss Axis,117,0.6678944147908078
Motor Diesel Honda Leviathan 133HP,95,Corrente Delta Vox Ion,146,0.6678944147908078
Sonda Lowrance Tidal Storm Vox,19,Motor de Popa Tohatsu Evo 168HP,97,0.6678944147908078
Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,Cabo de Nylon Danforth Magnum Vox,150,0.6678944147908078
Motor de Popa Tohatsu Evo 168HP,97,Âncora Delta Hydra Kraken Velocity,143,0.6678944147908078
Motor Elétrico Yamaha Flow 204HP,93,Boia de Arqueamento Bruce Nexus Abyss,141,0.6676978608895885
Rádio Simrad Axis,18,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.6676978608895885
Motor Diesel Volvo Helix Evo Force 144HP,86,Boia de Arqueamento Delta Zen Boost Vortex,130,0.6676978608895885
GPS Simrad Flow Pulse,41,Motor Diesel Tohatsu Vector 197HP,77,0.6676978608895885
GPS Furuno Magnum Drift,48,Cabo de Nylon Bruce Nexus,102,0.6676978608895885
Motor Diesel Honda Zen Tidal Mako 26HP,52,Corrente Bruce Nautic Evo,132,0.6676978608895885
Transponder AIS Vector,6,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.6676978608895885
Corrente Bruce Current,110,Boia de Arqueamento Bruce Nexus Abyss,141,0.6676978608895885
Transponder AIS Vector,6,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.6676978608895885
Motor Elétrico Yamaha Nautic Kraken 133HP,92,Boia de Arqueamento Bruce Barracuda,144,0.6676978608895885
Transponder Lowrance Axis,42,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.6674238124719148
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Motor de Popa Honda Ion Vox Prime 163HP,68,0.6674238124719148
GPS AIS Orca Marlin Velocity,24,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,0.6674238124719148
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Boia de Arqueamento Danforth Flux Tidal,120,0.6674238124719148
Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53,Cabo de Nylon Danforth Orca Aero,123,0.6674238124719148
Motor de Popa Honda Ion Vox Prime 163HP,68,Cabo de Nylon Danforth Kinetic,125,0.6672976811635083
Motor Elétrico Torqeedo Pulse 300HP,71,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
Motor de Popa Honda Ion Vox Prime 163HP,68,Motor de Popa Volvo Magnum 276HP,94,0.6672976811635083
Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,Motor de Popa Honda Ion Vox Prime 163HP,68,0.6672976811635083
Transponder AIS Boost,30,Motor de Popa Honda Ion Vox Prime 163HP,68,0.6672976811635083
Transponder AIS Boost,30,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Motor de Popa Yamaha Mako 108HP,67,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Motor de Popa Volvo Magnum 276HP,94,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Sonda AIS Magnum Boost,46,Cabo de Nylon Danforth Orca Aero,123,0.6672976811635083
Motor de Popa Honda Ion Vox Prime 163HP,68,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,0.6672976811635083
Transponder Furuno Force Ion,22,Transponder Lowrance Axis,42,0.6672976811635083
Motor de Popa Tohatsu Ion Core Nautic 53HP,58,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
Motor de Popa Tohatsu Poseidon Helix Prime 135HP,66,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
GPS AIS Orca Marlin Velocity,24,GPS Lowrance Evo Storm Drift,37,0.6672976811635083
GPS AIS Nautic Thrust,21,Cabo de Nylon Danforth Orca Aero,123,0.6672976811635083
Motor de Popa Tohatsu Ion Core Nautic 53HP,58,Cabo de Nylon Danforth Orca Aero,123,0.6672976811635083
Rádio AIS Oceanic Pulse,17,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
Motor de Popa Tohatsu Ion Core Nautic 53HP,58,Motor de Popa Honda Ion Vox Prime 163HP,68,0.6672976811635083
Piloto Automático Furuno Torque Peak,23,Transponder Lowrance Axis,42,0.6672976811635083
Motor de Popa Honda Velocity Drift 258HP,60,Motor Diesel Tohatsu Zenith 60HP,79,0.6672976811635083
Transponder AIS Titan Pulse,9,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
GPS AIS Nautic Thrust,21,Motor de Popa Honda Velocity Drift 258HP,60,0.6672976811635083
GPS AIS Orca Marlin Velocity,24,Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,0.6672976811635083
GPS Lowrance Evo Storm Drift,37,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
GPS AIS Drift Flux Vox,12,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
Cabo de Nylon Danforth Orca Aero,123,Cabo de Nylon Bruce Flux Hydro,136,0.6672976811635083
Piloto Automático Furuno Torque Peak,23,Cabo de Nylon Danforth Orca Aero,123,0.6672976811635083
GPS AIS Orca Marlin Velocity,24,Motor Diesel Parsun Boost Helix Velocity 146HP,70,0.6672976811635083
Radar Furuno Pulse Leviathan,3,Motor de Popa Honda Ion Vox Prime 163HP,68,0.6672976811635083
Transponder AIS Boost,30,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
GPS AIS Drift Flux Vox,12,Transponder Lowrance Axis,42,0.6672976811635083
Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,81,Cabo de Nylon Danforth Prime,105,0.6672976811635083
Motor Elétrico Torqeedo Pulse 300HP,71,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Motor de Popa Torqeedo Ultra Impulse 292HP,69,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Motor de Popa Tohatsu Ion Core Nautic 53HP,58,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Radar AIS Marlin,20,Motor de Popa Honda Velocity Drift 258HP,60,0.6672976811635083
Transponder Lowrance Axis,42,Cabo de Nylon Danforth Kinetic,125,0.6672976811635083
Sonda AIS Magnum Boost,46,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Boia de Arqueamento Danforth Aero Dash,111,Âncora Danforth Oceanic Helix Flux,121,0.6672976811635083
Boia de Arqueamento Danforth Aero Dash,111,Boia de Arqueamento Danforth Flux Tidal,120,0.6672976811635083
GPS AIS Orca Marlin Velocity,24,Corrente Delta Boost,129,0.6672976811635083
Motor de Popa Torqeedo Ultra Impulse 292HP,69,Cabo de Nylon Danforth Prime,105,0.6672976811635083
Transponder AIS Boost,30,Cabo de Nylon Danforth Orca Aero,123,0.6672976811635083
GPS AIS Nautic Thrust,21,Cabo de Nylon Danforth Prime,105,0.6672976811635083
GPS AIS Orca Marlin Velocity,24,GPS Furuno Vector,39,0.6672976811635083
GPS AIS Nautic Thrust,21,Motor de Popa Honda Ion Vox Prime 163HP,68,0.6672976811635083
Motor Diesel Parsun Boost Helix Velocity 146HP,70,Cabo de Nylon Danforth Prime,105,0.6672976811635083
GPS Furuno Vector,39,Cabo de Nylon Danforth Orca Aero,123,0.6672976811635083
Transponder AIS Boost,30,Motor de Popa Honda Velocity Drift 258HP,60,0.6672976811635083
GPS AIS Orca Marlin Velocity,24,Boia de Arqueamento Danforth Aero Dash,111,0.6672976811635083
Transponder Lowrance Axis,42,Motor Elétrico Torqeedo Ion Orca Vox 186HP,63,0.6672976811635083
Motor Diesel Yanmar Dash Nitro 184HP,83,Motor Diesel Honda Leviathan 133HP,95,0.6670373459650699
Motor Diesel Yanmar Dash Nitro 184HP,83,Corrente Danforth Zen Abyss Axis,117,0.6670373459650699
Motor Diesel Yanmar Dash Nitro 184HP,83,Motor Diesel Tohatsu Kinetic Poseidon 113HP,88,0.6670373459650699
Piloto Automático Furuno Core Boost Flux,26,Motor Diesel Volvo Flow Leviathan Maré 187HP,75,0.6670170091506028
Motor Diesel Yanmar Dash Nitro 184HP,83,Motor Diesel Parsun Velocity Abyss Orca 235HP,98,0.6670170091506028
Sonda AIS Barracuda,43,Motor de Popa Honda Torque 228HP,74,0.6670170091506028
Motor de Popa Yamaha Evo Dash 155HP,54,Motor Elétrico Yamaha Flow 204HP,93,0.6669729688499157
Motor de Popa Yamaha Evo Dash 155HP,54,Cabo de Nylon Bruce Nexus,102,0.6669729688499157
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,0.6669729688499157
Piloto Automático Simrad Titan Flux Magnum,10,Corrente Bruce Nautic Evo,132,0.6669729688499157
GPS Simrad Flow Pulse,41,Motor Elétrico Honda Vector Abyss 220HP,100,0.6669729688499157
Motor de Popa Yamaha Evo Dash 155HP,54,Motor Elétrico Yamaha Nautic Kraken 133HP,92,0.6669729688499157
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Motor Elétrico Yamaha Flow 204HP,93,0.6669729688499157
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.6669729688499157
Sonda Furuno Swift,49,Motor Elétrico Yamaha Swift Drift Current 265HP,64,0.6669729688499157
Motor de Popa Yamaha Evo Dash 155HP,54,Corrente Bruce Current,110,0.6669729688499157
Piloto Automático Simrad Titan Flux Magnum,10,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.6669729688499157
Radar Lowrance Aqua Pulse,36,Rádio Simrad Tidal Aqua,47,0.6669729688499157
Piloto Automático Simrad Titan Flux Magnum,10,Radar Simrad Boost,13,0.6669729688499157
Piloto Automático Simrad Titan Flux Magnum,10,Corrente Bruce Current,110,0.6669729688499157
Radar Lowrance Aqua Pulse,36,GPS Simrad Flow Pulse,41,0.6669729688499157
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Cabo de Nylon Bruce Nexus,102,0.6669729688499157
Motor Elétrico Yamaha Swift Drift Current 265HP,64,Âncora Delta Mako Ultra,113,0.6669729688499157
Radar Lowrance Aqua Pulse,36,Corrente Bruce Current,110,0.6669729688499157
Motor de Popa Yamaha Evo Dash 155HP,54,Motor de Popa Honda Vector Kinetic 174HP,57,0.6669729688499157
Piloto Automático Simrad Titan Flux Magnum,10,Motor de Popa Honda Vector Kinetic 174HP,57,0.6669729688499157
Piloto Automático Simrad Titan Flux Magnum,10,GPS Simrad Flow Pulse,41,0.6669729688499157
Radar Simrad Boost,13,Radar Lowrance Aqua Pulse,36,0.6669729688499157
Radar Lowrance Aqua Pulse,36,Boia de Arqueamento Bruce Dash Titan Pulse,140,0.6669729688499157
Motor Elétrico Tohatsu Zenith Oceanic 113HP,91,Motor Elétrico Honda Vector Abyss 220HP,100,0.6669729688499157
Motor Elétrico Torqeedo Velocity Swift 74HP,56,Corrente Delta Vox Ion,146,0.6669240172520742
Sonda Garmin Axis,16,Cabo de Nylon Delta Vortex,101,0.6669240172520742
Corrente Delta Axis,124,Cabo de Nylon Danforth Magnum Vox,150,0.6669240172520742
